操縱艙,操纵舱,cao1 zong4 cang1,tsʰɑʊ tsʊŋ tsʰɑŋ
操縱自如,操纵自如,cao1 zong4 zi4 ru2,tsʰɑʊ tsʊŋ tsɯ ʐu
操作,操作,cao1 zuo4,tsʰɑʊ tswɔ
操作規程,操作规程,cao1 zuo4 gui1 cheng2,tsʰɑʊ tswɔ kweɪ ʈʂʰɤŋ
漕運,漕运,cao2 yun4,tsʰɑʊ yn
嘈雜,嘈杂,cao2 za2,tsʰɑʊ tsa
草本,草本,cao3 ben3,tsʰɑʊ pən
草本植物,草本植物,cao3 ben3 zhi2 wu4,tsʰɑʊ pən ʈʂɨ u
草稿,草稿,cao3 gao3,tsʰɑʊ kɑʊ
草根,草根,cao3 gen1,tsʰɑʊ kən
草菅人命,草菅人命,cao3 jian1 ren2 ming4,tsʰɑʊ tɕjɛn ʐən miŋ
草秸,草秸,cao3 jie1,tsʰɑʊ tɕjɛ
草藉,草藉,cao3 jie4,tsʰɑʊ tɕjɛ
草莓,草莓,cao3 mei2,tsʰɑʊ mɤ
草蜢,草蜢,cao3 meng3,tsʰɑʊ mɤŋ
草木,草木,cao3 mu4,tsʰɑʊ mu
草木皆兵,草木皆兵,cao3 mu4 jie1 bing1,tsʰɑʊ mu tɕjɛ piŋ
草擬詔書,草拟诏书,cao3 ni3 zhao4 shu1,tsʰɑʊ ni ʈʂɑʊ ʂu
草坪,草坪,cao3 ping2,tsʰɑʊ pʰiŋ
草黍子,草黍子,cao3 shu3 zi5,tsʰɑʊ ʂu tsɯ
草原,草原,cao3 yuan2,tsʰɑʊ ɥœn
草澤,草泽,cao3 ze2,tsʰɑʊ tsɤ
草澤醫生,草泽医生,cao3 ze2 yi1 sheng1,tsʰɑʊ tsɤ i ʂɤŋ
草珠子,草珠子,cao3 zhu1 zi5,tsʰɑʊ ʈʂu tsɯ
側柏,侧柏,ce4 bai3,tsʰɤ paɪ
測定,测定,ce4 ding4,tsʰɤ tiŋ
測定方向,测定方向,ce4 ding4 fang1 xiang4,tsʰɤ tiŋ fɑŋ ɕjɑŋ
測定氣溫,测定气温,ce4 ding4 qi4 wen1,tsʰɤ tiŋ tɕʰi wən
策劃,策划,ce4 hua4,tsʰɤ xwa
測謊,测谎,ce4 huang3,tsʰɤ xwɑŋ
測謊儀,测谎仪,ce4 huang3 yi2,tsʰɤ xwɑŋ i
測量,测量,ce4 liang2,tsʰɤ ljɑŋ
策略,策略,ce4 lue4,tsʰɤ lu ɤ
側面,侧面,ce4 mian4,tsʰɤ mjɛn
測試,测试,ce4 shi4,tsʰɤ ʂɨ
廁所,厕所,ce4 suo3,tsʰɤ swɔ
測驗,测验,ce4 yan4,tsʰɤ jɛn
惻隱,恻隐,ce4 yin3,tsʰɤ in
測站,测站,ce4 zhan4,tsʰɤ ʈʂan
側重,侧重,ce4 zhong4,tsʰɤ ʈʂʊŋ
冊子,册子,ce4 zi5,tsʰɤ tsɯ
參差,参差,cen1 ci1,tsʰən tsʰɯ
參差不齊,参差不齐,cen1 ci1 bu4 qi2,tsʰən tsʰɯ pu tɕʰi
層出不窮,层出不穷,ceng2 chu1 bu4 qiong2,tsʰɤŋ ʈʂʰu pu tɕʰjʊŋ
層次,层次,ceng2 ci4,tsʰɤŋ tsʰɯ
曾幾何時,曾几何时,ceng2 ji3 he2 shi2,tsʰɤŋ tɕi xɤ ʂɨ
曾經,曾经,ceng2 jing1,tsʰɤŋ tɕiŋ
層巒疊嶂,层峦叠嶂,ceng2 luan2 die2 zhang4,tsʰɤŋ lwan tjɛ ʈʂɑŋ
層面,层面,ceng2 mian4,tsʰɤŋ mjɛn
蹭蹬,蹭蹬,ceng4 deng4,tsʰɤŋ tɤŋ
差別,差别,cha1 bie2,ʈʂʰa pjɛ
插播,插播,cha1 bo1,ʈʂʰa pwɔ
差池,差池,cha1 chi2,ʈʂʰa ʈʂʰɨ
插翅難飛,插翅难飞,cha1 chi4 nan2 fei1,ʈʂʰa ʈʂʰɨ nan fɤ
差錯,差错,cha1 cuo4,ʈʂʰa tsʰwɔ
差動,差动,cha1 dong4,ʈʂʰa tʊŋ
差額,差额,cha1 e2,ʈʂʰa ɤ
叉兒,叉儿,cha1 er5,ʈʂʰa ɑɻ
差分,差分,cha1 fen1,ʈʂʰa fən
差價,差价,cha1 jia4,ʈʂʰa tɕja
差距,差距,cha1 ju4,ʈʂʰa tɕy
插科打諢,插科打诨,cha1 ke1 da3 hun4,ʈʂʰa kʰɤ ta xwən
差可,差可,cha1 ke3,ʈʂʰa kʰɤ
差可告慰,差可告慰,cha1 ke3 gao4 wei4,ʈʂʰa kʰɤ kɑʊ wɤ
茶甌,茶瓯,cha1 ou1,ʈʂʰa oʊ
差強人意,差强人意,cha1 qiang2 ren2 yi4,ʈʂʰa tɕʰjɑŋ ʐən i
插曲,插曲,cha1 qu3,ʈʂʰa tɕʰy
插入,插入,cha1 ru4,ʈʂʰa ʐu
差三錯四,差三错四,cha1 san1 cuo4 si4,ʈʂʰa san tsʰwɔ sɯ
差失,差失,cha1 shi1,ʈʂʰa ʂɨ
差數,差数,cha1 shu4,ʈʂʰa ʂu
差忒,差忒,cha1 te4,ʈʂʰa tʰɤ
插頭,插头,cha1 tou5,ʈʂʰa tʰoʊ
差誤,差误,cha1 wu4,ʈʂʰa u
插秧,插秧,cha1 yang1,ʈʂʰa jɑŋ
叉腰,叉腰,cha1 yao1,ʈʂʰa jɑʊ
差異,差异,cha1 yi4,ʈʂʰa i
差之毫釐,差之毫厘,cha1 zhi1 hao2 li2,ʈʂʰa ʈʂɨ xɑʊ li
差之毫釐失之千里,差之毫厘失之千里,cha1 zhi1 hao2 li2 shi1 zhi1 qian1 li3,ʈʂʰa ʈʂɨ xɑʊ li ʂɨ ʈʂɨ tɕʰjɛn li
差之千里,差之千里,cha1 zhi1 qian1 li3,ʈʂʰa ʈʂɨ tɕʰjɛn li
差值,差值,cha1 zhi2,ʈʂʰa ʈʂɨ
叉子,叉子,cha1 zi5,ʈʂʰa tsɯ
插座,插座,cha1 zuo4,ʈʂʰa tswɔ
茶杯,茶杯,cha2 bei1,ʈʂʰa bɤ
查出,查出,cha2 chu1,ʈʂʰa ʈʂʰu
查點,查点,cha2 dian3,ʈʂʰa tjɛn
查封,查封,cha2 feng1,ʈʂʰa fɤŋ
茶壺,茶壶,cha2 hu2,ʈʂʰa xu
查獲,查获,cha2 huo4,ʈʂʰa xwɔ
茶几,茶几,cha2 ji1,ʈʂʰa tɕi
察覺,察觉,cha2 jue2,ʈʂʰa tɕɥœ
查看,查看,cha2 kan4,ʈʂʰa kʰan
槎木,槎木,cha2 mu4,ʈʂʰa mu
槎櫱,槎蘖,cha2 nie4,ʈʂʰa njɛ
茶農,茶农,cha2 nong2,ʈʂʰa nʊŋ
茶錢,茶钱,cha2 qian2,ʈʂʰa tɕʰjɛn
茶托,茶托,cha2 tuo1,ʈʂʰa tʰwɔ
查詢,查询,cha2 xun2,ʈʂʰa ɕyn
槎丫,槎丫,cha2 ya1,ʈʂʰa ja
槎牙,槎牙,cha2 ya2,ʈʂʰa ja
槎砑,槎砑,cha2 ya4,ʈʂʰa ja
茶葉,茶叶,cha2 ye4,ʈʂʰa jɛ
查證,查证,cha2 zheng4,ʈʂʰa ʈʂɤŋ
茶盅,茶盅,cha2 zhong1,ʈʂʰa ʈʂʊŋ
查字典,查字典,cha2 zi4 dian3,ʈʂʰa tsɯ tjɛn
叉開,叉开,cha3 kai1,ʈʂʰa kʰaɪ
叉開雙腿,叉开双腿,cha3 kai1 shuang1 tui3,ʈʂʰa kʰaɪ ʂwɑŋ tʰweɪ
差不點兒,差不点儿,cha4 bu5 dian3 er5,ʈʂʰa pu tjɛn ɑɻ
差不多,差不多,cha4 bu5 duo1,ʈʂʰa pu twɔ
差不離,差不离,cha4 bu5 li2,ʈʂʰa pu li
岔道,岔道,cha4 dao4,ʈʂʰa tɑʊ
差得很遠,差得很远,cha4 de5 hen3 yuan3,ʈʂʰa tɤ xən ɥœn
差得遠,差得远,cha4 de5 yuan3,ʈʂʰa tɤ ɥœn
差等,差等,cha4 deng3,ʈʂʰa tɤŋ
差等生,差等生,cha4 deng3 sheng1,ʈʂʰa tɤŋ ʂɤŋ
差點,差点,cha4 dian3,ʈʂʰa tjɛn
差勁,差劲,cha4 jin4,ʈʂʰa tɕin
岔口,岔口,cha4 kou3,ʈʂʰa kʰoʊ
剎那,刹那,cha4 na4,ʈʂʰa na
剎那間,刹那间,cha4 na4 jian1,ʈʂʰa na tɕjɛn
差事,差事,cha4 shi4,ʈʂʰa ʂɨ
詫異,诧异,cha4 yi4,ʈʂʰa i
差一點,差一点,cha4 yi4 dian3,ʈʂʰa i tjɛn
差一點兒,差一点儿,cha4 yi4 dian3 er5,ʈʂʰa i tjɛn ɑɻ
姹紫嫣紅,姹紫嫣红,cha4 zi3 yan1 hong2,ʈʂʰa tsɯ jɛn xʊŋ
岔子,岔子,cha4 zi5,ʈʂʰa tsɯ
差撥,差拨,chai1 bo1,ʈʂʰaɪ pwɔ
拆穿,拆穿,chai1 chuan1,ʈʂʰaɪ ʈʂʰwan
拆開,拆开,chai1 kai1,ʈʂʰaɪ kʰaɪ
差旅費,差旅费,chai1 lv3 fei4,ʈʂʰaɪ ly fɤ
拆遷,拆迁,chai1 qian1,ʈʂʰaɪ tɕʰjɛn
差遣,差遣,chai1 qian3,ʈʂʰaɪ tɕʰjɛn
差缺,差缺,chai1 que1,ʈʂʰaɪ tɕʰɥœ
差人去,差人去,chai1 ren2 qu4,ʈʂʰaɪ ʐən tɕʰy
差人去請醫生,差人去请医生,chai1 ren2 qu4 qing3 yi1 sheng1,ʈʂʰaɪ ʐən tɕʰy tɕʰiŋ i ʂɤŋ
差使,差使,chai1 shi2,ʈʂʰaɪ ʂɨ
差事,差事,chai1 shi4,ʈʂʰaɪ ʂɨ
差餉,差饷,chai1 xiang3,ʈʂʰaɪ ɕjɑŋ
拆卸,拆卸,chai1 xie4,ʈʂʰaɪ ɕjɛ
差役,差役,chai1 yi4,ʈʂʰaɪ i
儕輩,侪辈,chai2 bei4,ʈʂʰaɪ bɤ
柴堆,柴堆,chai2 dui1,ʈʂʰaɪ tweɪ
柴火,柴火,chai2 huo3,ʈʂʰaɪ xwɔ
豺狼,豺狼,chai2 lang2,ʈʂʰaɪ lɑŋ
柴米油鹽,柴米油盐,chai2 mi3 you2 yan2,ʈʂʰaɪ mi yoʊ jɛn
柴油,柴油,chai2 you2,ʈʂʰaɪ yoʊ
攙扶,搀扶,chan1 fu2,ʈʂʰan fu
摻和,掺和,chan1 huo4,ʈʂʰan xwɔ
攙和,搀和,chan1 huo4,ʈʂʰan xwɔ
潺潺流水,潺潺流水,chan2 chan2 liu2 shui3,ʈʂʰan ʈʂʰan ljoʊ ʂweɪ
蟾蜍,蟾蜍,chan2 chu2,ʈʂʰan ʈʂʰu
禪房,禅房,chan2 fang2,ʈʂʰan fɑŋ
蟾宮,蟾宫,chan2 gong1,ʈʂʰan kʊŋ
讒害,谗害,chan2 hai4,ʈʂʰan xaɪ
禪機,禅机,chan2 ji1,ʈʂʰan tɕi
蟬聯,蝉联,chan2 lian2,ʈʂʰan ljɛn
纏綿,缠绵,chan2 mian2,ʈʂʰan mjɛn
纏綿悱惻,缠绵悱恻,chan2 mian2 fei3 ce4,ʈʂʰan mjɛn fɤ tsʰɤ
纏繞,缠绕,chan2 rao4,ʈʂʰan ʐɑʊ
孱弱,孱弱,chan2 ruo4,ʈʂʰan ʐwɔ
禪師,禅师,chan2 shi1,ʈʂʰan ʂɨ
禪堂,禅堂,chan2 tang2,ʈʂʰan tʰɑŋ
蟬蛻,蝉蜕,chan2 tui4,ʈʂʰan tʰweɪ
禪悟,禅悟,chan2 wu4,ʈʂʰan u
讒言,谗言,chan2 yan2,ʈʂʰan jɛn
單于,单于,chan2 yu2,ʈʂʰan y
禪宗,禅宗,chan2 zong1,ʈʂʰan tsʊŋ
纏足,缠足,chan2 zu2,ʈʂʰan tsu
饞嘴,馋嘴,chan2 zui3,ʈʂʰan tsweɪ
鏟除,铲除,chan3 chu2,ʈʂʰan ʈʂʰu
闡發,阐发,chan3 fa1,ʈʂʰan fa
產檢,产检,chan3 jian3,ʈʂʰan tɕjɛn
諂媚,谄媚,chan3 mei4,ʈʂʰan mɤ
闡明,阐明,chan3 ming2,ʈʂʰan miŋ
產品,产品,chan3 pin3,ʈʂʰan pʰin
產品滯銷,产品滞销,chan3 pin3 zhi4 xiao1,ʈʂʰan pʰin ʈʂɨ ɕjɑʊ
鏟平,铲平,chan3 ping2,ʈʂʰan pʰiŋ
產生共鳴,产生共鸣,chan3 sheng1 gong4 ming2,ʈʂʰan ʂɤŋ kʊŋ miŋ
闡釋,阐释,chan3 shi4,ʈʂʰan ʂɨ
闡述,阐述,chan3 shu4,ʈʂʰan ʂu
鏟土,铲土,chan3 tu3,ʈʂʰan tʰu
產業,产业,chan3 ye4,ʈʂʰan jɛ
產業化,产业化,chan3 ye4 hua4,ʈʂʰan jɛ xwa
諂諛,谄谀,chan3 yu2,ʈʂʰan y
鏟子,铲子,chan3 zi5,ʈʂʰan tsɯ
顫動,颤动,chan4 dong4,ʈʂʰan tʊŋ
顫抖,颤抖,chan4 dou3,ʈʂʰan toʊ
懺悔,忏悔,chan4 hui3,ʈʂʰan xweɪ
羼入,羼入,chan4 ru4,ʈʂʰan ʐu
羼雜,羼杂,chan4 za2,ʈʂʰan tsa
娼妓,娼妓,chang1 ji4,ʈʂʰɑŋ tɕi
猖獗,猖獗,chang1 jue2,ʈʂʰɑŋ tɕɥœ
猖狂,猖狂,chang1 kuang2,ʈʂʰɑŋ kʰwɑŋ
菖蒲,菖蒲,chang1 pu2,ʈʂʰɑŋ pʰu
昌盛,昌盛,chang1 sheng4,ʈʂʰɑŋ ʂɤŋ
鯧魚,鲳鱼,chang1 yu2,ʈʂʰɑŋ y
腸癌,肠癌,chang2 ai2,ʈʂʰɑŋ aɪ
常常,常常,chang2 chang2,ʈʂʰɑŋ ʈʂʰɑŋ
長城,长城,chang2 cheng2,ʈʂʰɑŋ ʈʂʰɤŋ
長春藤,长春藤,chang2 chun1 teng2,ʈʂʰɑŋ ʈʂʰwən tʰɤŋ
長達,长达,chang2 da2,ʈʂʰɑŋ ta
腸道,肠道,chang2 dao4,ʈʂʰɑŋ tɑʊ
長笛,长笛,chang2 di2,ʈʂʰɑŋ ti
嘗鼎一臠,尝鼎一脔,chang2 ding3 yi4 luan2,ʈʂʰɑŋ tiŋ i lwan
長度,长度,chang2 du4,ʈʂʰɑŋ tu
長短,长短,chang2 duan3,ʈʂʰɑŋ twan
嫦娥,嫦娥,chang2 e2,ʈʂʰɑŋ ɤ
長方形,长方形,chang2 fang1 xing2,ʈʂʰɑŋ fɑŋ ɕiŋ
長歌當哭,长歌当哭,chang2 ge1 dang4 ku1,ʈʂʰɑŋ kɤ tɑŋ kʰu
腸梗阻,肠梗阻,chang2 geng3 zu3,ʈʂʰɑŋ kɤŋ tsu
常規,常规,chang2 gui1,ʈʂʰɑŋ kweɪ
常規炸彈,常规炸弹,chang2 gui1 zha4 dan4,ʈʂʰɑŋ kweɪ ʈʂa tan
長話短說,长话短说,chang2 hua4 duan3 shuo1,ʈʂʰɑŋ xwa twan ʂwɔ
償還,偿还,chang2 huan2,ʈʂʰɑŋ xwan
長假,长假,chang2 jia4,ʈʂʰɑŋ tɕja
長頸鹿,长颈鹿,chang2 jing3 lu4,ʈʂʰɑŋ tɕiŋ lu
長久之計,长久之计,chang2 jiu3 zhi1 ji4,ʈʂʰɑŋ tɕjoʊ ʈʂɨ tɕi
常客,常客,chang2 ke4,ʈʂʰɑŋ kʰɤ
常綠,常绿,chang2 lv4,ʈʂʰɑŋ ly
常綠喬木,常绿乔木,chang2 lv4 qiao2 mu4,ʈʂʰɑŋ ly tɕʰjɑʊ mu
長矛,长矛,chang2 mao2,ʈʂʰɑŋ mɑʊ
長年累月,长年累月,chang2 nian2 lei3 yue4,ʈʂʰɑŋ njɛn lɤ ɥœ
長袍,长袍,chang2 pao2,ʈʂʰɑŋ pʰɑʊ
長篇大論,长篇大论,chang2 pian1 da4 lun4,ʈʂʰɑŋ pʰjɛn ta lwən
長期,长期,chang2 qi1,ʈʂʰɑŋ tɕʰi
長槍,长枪,chang2 qiang1,ʈʂʰɑŋ tɕʰjɑŋ
長身鯿,长身鳊,chang2 shen1 bian1,ʈʂʰɑŋ ʂən pjɛn
長生不老,长生不老,chang2 sheng1 bu4 lao3,ʈʂʰɑŋ ʂɤŋ pu lɑʊ
嘗試,尝试,chang2 shi4,ʈʂʰɑŋ ʂɨ
長壽,长寿,chang2 shou4,ʈʂʰɑŋ ʂoʊ
長條,长条,chang2 tiao2,ʈʂʰɑŋ tʰjɑʊ
長痛不如短痛,长痛不如短痛,chang2 tong4 bu4 ru2 duan3 tong4,ʈʂʰɑŋ tʰʊŋ pu ʐu twan tʰʊŋ
長途,长途,chang2 tu2,ʈʂʰɑŋ tʰu
長途跋涉,长途跋涉,chang2 tu2 ba2 she4,ʈʂʰɑŋ tʰu pa ʂɤ
長途電話,长途电话,chang2 tu2 dian4 hua4,ʈʂʰɑŋ tʰu tjɛn xwa
腸胃,肠胃,chang2 wei4,ʈʂʰɑŋ wɤ
場屋,场屋,chang2 wu1,ʈʂʰɑŋ u
嚐鮮,尝鲜,chang2 xian1,ʈʂʰɑŋ ɕjɛn
長袖,长袖,chang2 xiu4,ʈʂʰɑŋ ɕjoʊ
長吁短歎,长吁短叹,chang2 xu1 duan3 tan4,ʈʂʰɑŋ ɕy twan tʰan
徜徉,徜徉,chang2 yang2,ʈʂʰɑŋ jɑŋ
長圓,长圆,chang2 yuan2,ʈʂʰɑŋ ɥœn
長遠,长远,chang2 yuan3,ʈʂʰɑŋ ɥœn
場院,场院,chang2 yuan4,ʈʂʰɑŋ ɥœn
長罩衫,长罩衫,chang2 zhao4 shan1,ʈʂʰɑŋ ʈʂɑʊ ʂan
長征,长征,chang2 zheng1,ʈʂʰɑŋ ʈʂɤŋ
腸子,肠子,chang2 zi5,ʈʂʰɑŋ tsɯ
場次,场次,chang3 ci4,ʈʂʰɑŋ tsʰɯ
場地,场地,chang3 di4,ʈʂʰɑŋ ti
廠房,厂房,chang3 fang2,ʈʂʰɑŋ fɑŋ
場館,场馆,chang3 guan3,ʈʂʰɑŋ kwan
場合,场合,chang3 he2,ʈʂʰɑŋ xɤ
場記,场记,chang3 ji4,ʈʂʰɑŋ tɕi
場景,场景,chang3 jing3,ʈʂʰɑŋ tɕiŋ
敞開,敞开,chang3 kai1,ʈʂʰɑŋ kʰaɪ
敞開大門,敞开大门,chang3 kai1 da4 men2,ʈʂʰɑŋ kʰaɪ ta mən
敞開思想,敞开思想,chang3 kai1 si1 xiang3,ʈʂʰɑŋ kʰaɪ sɯ ɕjɑŋ
敞亮,敞亮,chang3 liang4,ʈʂʰɑŋ ljɑŋ
敞露,敞露,chang3 lu4,ʈʂʰɑŋ lu
敞露心懷,敞露心怀,chang3 lu4 xin1 huai2,ʈʂʰɑŋ lu ɕin xwaɪ
場面,场面,chang3 mian4,ʈʂʰɑŋ mjɛn
場面話,场面话,chang3 mian4 hua4,ʈʂʰɑŋ mjɛn xwa
場面人,场面人,chang3 mian4 ren2,ʈʂʰɑŋ mjɛn ʐən
場面上,场面上,chang3 mian4 shang5,ʈʂʰɑŋ mjɛn ʂɑŋ
敞篷,敞篷,chang3 peng2,ʈʂʰɑŋ pʰɤŋ
敞篷車,敞篷车,chang3 peng2 che1,ʈʂʰɑŋ pʰɤŋ ʈʂʰɤ
廠商,厂商,chang3 shang1,ʈʂʰɑŋ ʂɑŋ
場所,场所,chang3 suo3,ʈʂʰɑŋ swɔ
敞胸露懷,敞胸露怀,chang3 xiong1 lu4 huai2,ʈʂʰɑŋ ɕjʊŋ lu xwaɪ
廠長,厂长,chang3 zhang3,ʈʂʰɑŋ ʈʂɑŋ
場子,场子,chang3 zi5,ʈʂʰɑŋ tsɯ
場租,场租,chang3 zu1,ʈʂʰɑŋ tsu
唱詞,唱词,chang4 ci2,ʈʂʰɑŋ tsʰɯ
暢達,畅达,chang4 da2,ʈʂʰɑŋ ta
倡導,倡导,chang4 dao3,ʈʂʰɑŋ tɑʊ
倡導者,倡导者,chang4 dao3 zhe3,ʈʂʰɑŋ tɑʊ ʈʂɤ
唱碟,唱碟,chang4 die2,ʈʂʰɑŋ tjɛ
唱反調,唱反调,chang4 fan3 diao4,ʈʂʰɑŋ fan tjɑʊ
唱高調,唱高调,chang4 gao1 diao4,ʈʂʰɑŋ kɑʊ tjɑʊ
唱歌,唱歌,chang4 ge1,ʈʂʰɑŋ kɤ
鬯圭,鬯圭,chang4 gui1,ʈʂʰɑŋ kweɪ
唱和,唱和,chang4 he4,ʈʂʰɑŋ xɤ
暢懷,畅怀,chang4 huai2,ʈʂʰɑŋ xwaɪ
鬯酒,鬯酒,chang4 jiu3,ʈʂʰɑŋ tɕjoʊ
暢快,畅快,chang4 kuai4,ʈʂʰɑŋ kʰwaɪ
唱片兒,唱片儿,chang4 pian1 er5,ʈʂʰɑŋ pʰjɛn ɑɻ
唱片,唱片,chang4 pian4,ʈʂʰɑŋ pʰjɛn
唱詩班,唱诗班,chang4 shi1 ban1,ʈʂʰɑŋ ʂɨ pan
倡始,倡始,chang4 shi3,ʈʂʰɑŋ ʂɨ
倡始人,倡始人,chang4 shi3 ren2,ʈʂʰɑŋ ʂɨ ʐən
暢所欲言,畅所欲言,chang4 suo3 yu4 yan2,ʈʂʰɑŋ swɔ y jɛn
暢談,畅谈,chang4 tan2,ʈʂʰɑŋ tʰan
暢通,畅通,chang4 tong1,ʈʂʰɑŋ tʰʊŋ
暢通無阻,畅通无阻,chang4 tong1 wu2 zu3,ʈʂʰɑŋ tʰʊŋ u tsu
悵惘,怅惘,chang4 wang3,ʈʂʰɑŋ wɑŋ
暢銷,畅销,chang4 xiao1,ʈʂʰɑŋ ɕjɑʊ
暢銷書,畅销书,chang4 xiao1 shu1,ʈʂʰɑŋ ɕjɑʊ ʂu
暢行無阻,畅行无阻,chang4 xing2 wu2 zu3,ʈʂʰɑŋ ɕiŋ u tsu
倡議,倡议,chang4 yi4,ʈʂʰɑŋ i
暢飲,畅饮,chang4 yin3,ʈʂʰɑŋ in
暢遊,畅游,chang4 you2,ʈʂʰɑŋ yoʊ
鬯逐,鬯逐,chang4 zhu2,ʈʂʰɑŋ ʈʂu
抄本,抄本,chao1 ben3,ʈʂʰɑʊ pən
超標,超标,chao1 biao1,ʈʂʰɑʊ pjɑʊ
超過,超过,chao1 guo4,ʈʂʰɑʊ kwɔ
超好,超好,chao1 hao3,ʈʂʰɑʊ xɑʊ
超級,超级,chao1 ji2,ʈʂʰɑʊ tɕi
抄家,抄家,chao1 jia1,ʈʂʰɑʊ tɕja
超群,超群,chao1 qun2,ʈʂʰɑʊ tɕʰyn
超然物外,超然物外,chao1 ran2 wu4 wai4,ʈʂʰɑʊ ʐan u waɪ
超人,超人,chao1 ren2,ʈʂʰɑʊ ʐən
抄手,抄手,chao1 shou3,ʈʂʰɑʊ ʂoʊ
抄手,抄手,chao1 shou3,ʈʂʰɑʊ ʂoʊ
超脫,超脱,chao1 tuo1,ʈʂʰɑʊ tʰwɔ
抄襲,抄袭,chao1 xi2,ʈʂʰɑʊ ɕi
超現實,超现实,chao1 xian4 shi2,ʈʂʰɑʊ ɕjɛn ʂɨ
超現實,超现实,chao1 xian4 shi2,ʈʂʰɑʊ ɕjɛn ʂɨ
超現實主義,超现实主义,chao1 xian4 shi2 zhu3 yi4,ʈʂʰɑʊ ɕjɛn ʂɨ ʈʂu i
抄寫,抄写,chao1 xie3,ʈʂʰɑʊ ɕjɛ
鈔胥,钞胥,chao1 xu1,ʈʂʰɑʊ ɕy
超越,超越,chao1 yue4,ʈʂʰɑʊ ɥœ
超眾,超众,chao1 zhong4,ʈʂʰɑʊ ʈʂʊŋ
超重,超重,chao1 zhong4,ʈʂʰɑʊ ʈʂʊŋ
超自然,超自然,chao1 zi4 ran2,ʈʂʰɑʊ tsɯ ʐan
朝拜,朝拜,chao2 bai4,ʈʂʰɑʊ paɪ
朝北,朝北,chao2 bei3,ʈʂʰɑʊ bɤ
潮差,潮差,chao2 cha1,ʈʂʰɑʊ ʈʂʰa
朝臣,朝臣,chao2 chen2,ʈʂʰɑʊ ʈʂʰən
朝代,朝代,chao2 dai4,ʈʂʰɑʊ taɪ
朝東,朝东,chao2 dong1,ʈʂʰɑʊ tʊŋ
潮鋒,潮锋,chao2 feng1,ʈʂʰɑʊ fɤŋ
嘲諷,嘲讽,chao2 feng3,ʈʂʰɑʊ fɤŋ
朝服,朝服,chao2 fu2,ʈʂʰɑʊ fu
潮幅,潮幅,chao2 fu2,ʈʂʰɑʊ fu
朝綱,朝纲,chao2 gang1,ʈʂʰɑʊ kɑŋ
朝綱崩圮,朝纲崩圮,chao2 gang1 beng1 pi3,ʈʂʰɑʊ kɑŋ pɤŋ pʰi
潮港,潮港,chao2 gang3,ʈʂʰɑʊ kɑŋ
朝貢,朝贡,chao2 gong4,ʈʂʰɑʊ kʊŋ
朝賀,朝贺,chao2 he4,ʈʂʰɑʊ xɤ
潮紅,潮红,chao2 hong2,ʈʂʰɑʊ xʊŋ
潮呼呼,潮呼呼,chao2 hu1 hu1,ʈʂʰɑʊ xu xu
朝見,朝见,chao2 jian4,ʈʂʰɑʊ tɕjɛn
朝見天子,朝见天子,chao2 jian4 tian1 zi3,ʈʂʰɑʊ tɕjɛn tʰjɛn tsɯ
潮解,潮解,chao2 jie3,ʈʂʰɑʊ tɕjɛ
朝覲聖地,朝觐圣地,chao2 jin3 sheng4 di4,ʈʂʰɑʊ tɕin ʂɤŋ ti
朝覲,朝觐,chao2 jin4,ʈʂʰɑʊ tɕin
潮劇,潮剧,chao2 ju4,ʈʂʰɑʊ tɕy
嘲罵,嘲骂,chao2 ma4,ʈʂʰɑʊ ma
朝南,朝南,chao2 nan2,ʈʂʰɑʊ nan
潮腦,潮脑,chao2 nao3,ʈʂʰɑʊ nɑʊ
嘲弄,嘲弄,chao2 nong4,ʈʂʰɑʊ nʊŋ
朝聘,朝聘,chao2 pin4,ʈʂʰɑʊ pʰin
潮坪,潮坪,chao2 ping2,ʈʂʰɑʊ pʰiŋ
潮氣,潮气,chao2 qi4,ʈʂʰɑʊ tɕʰi
嘲俏,嘲俏,chao2 qiao4,ʈʂʰɑʊ tɕʰjɑʊ
潮潤,潮润,chao2 run4,ʈʂʰɑʊ ʐwən
朝山,朝山,chao2 shan1,ʈʂʰɑʊ ʂan
朝山進香,朝山进香,chao2 shan1 jin4 xiang1,ʈʂʰɑʊ ʂan tɕin ɕjɑŋ
朝聖,朝圣,chao2 sheng4,ʈʂʰɑʊ ʂɤŋ
朝聖者,朝圣者,chao2 sheng4 zhe3,ʈʂʰɑʊ ʂɤŋ ʈʂɤ
潮濕,潮湿,chao2 shi1,ʈʂʰɑʊ ʂɨ
超市,超市,chao2 shi4,ʈʂʰɑʊ ʂɨ
潮水,潮水,chao2 shui3,ʈʂʰɑʊ ʂweɪ
朝天闕,朝天阙,chao2 tian1 que4,ʈʂʰɑʊ tʰjɛn tɕʰɥœ
朝廷,朝廷,chao2 ting2,ʈʂʰɑʊ tʰiŋ
潮位,潮位,chao2 wei4,ʈʂʰɑʊ wɤ
朝西,朝西,chao2 xi1,ʈʂʰɑʊ ɕi
潮汐,潮汐,chao2 xi1,ʈʂʰɑʊ ɕi
潮汐表,潮汐表,chao2 xi1 biao3,ʈʂʰɑʊ ɕi pjɑʊ
潮汐波,潮汐波,chao2 xi1 bo1,ʈʂʰɑʊ ɕi pwɔ
